,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
12737,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2010,17741.0
12738,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2011,9783.0
12739,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2012,6982.0
12740,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2013,6313.0
12741,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2014,7063.0
12742,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2015,8372.0
12743,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2016,8229.0
12744,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2017,9352.0
12745,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2018,7177.0
12746,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2019,6273.0
12747,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2020,2197.0
12748,Biella,presenze,alberghi di 3 stelle e residenze turistico alberghiere,Paesi esteri,2021,3969.0
12749,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2008,52087.0
12750,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2009,63209.0
12751,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2010,68701.0
12752,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2011,69055.0
12753,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2012,80237.0
12754,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2013,81001.0
12755,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2014,70005.0
12756,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2015,76170.0
12757,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2016,81074.0
12758,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2017,84710.0
12759,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2018,105821.0
12760,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2019,89987.0
12761,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2020,44866.0
12762,Vercelli,presenze,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2021,62796.0
12763,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2008,165652.0
12776,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2009,178417.0
12789,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2010,192732.0
12802,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2011,200868.0
12815,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2012,211108.0
12828,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2013,221936.0
12841,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2014,230227.0
12854,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2015,251000.0
12867,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2016,257243.0
12880,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2017,279551.0
12893,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2018,281997.0
12906,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2019,284739.0
12919,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2020,95483.0
12932,Cuneo,arrivi ,totale esercizi ricettivi,Paesi esteri,2021,173821.0
12945,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2008,3986.0
12946,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2009,4261.0
12947,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2010,4031.0
12948,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2011,5480.0
12949,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2012,7434.0
12950,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2013,8884.0
12951,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2014,11075.0
12952,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2015,14857.0
12953,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2016,16546.0
12954,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2017,20074.0
12955,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2018,21235.0
12956,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2019,10911.0
12957,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2020,6014.0
12958,Novara,arrivi ,alloggi in affitto gestiti in forma imprenditoriale,Mondo,2021,19121.0
12959,Novara,arrivi ,agriturismi,Italia,2008,978.0
12960,Novara,arrivi ,agriturismi,Italia,2009,1265.0
12961,Novara,arrivi ,agriturismi,Italia,2010,1235.0
12962,Novara,arrivi ,agriturismi,Italia,2011,1413.0
12963,Novara,arrivi ,agriturismi,Italia,2012,2299.0
12964,Novara,arrivi ,agriturismi,Italia,2013,2859.0
12965,Novara,arrivi ,agriturismi,Italia,2014,3134.0
12966,Novara,arrivi ,agriturismi,Italia,2015,4006.0
12967,Novara,arrivi ,agriturismi,Italia,2016,4660.0
12968,Novara,arrivi ,agriturismi,Italia,2017,4882.0
12969,Novara,arrivi ,agriturismi,Italia,2018,5600.0
12970,Novara,arrivi ,agriturismi,Italia,2019,14331.0
12971,Novara,arrivi ,agriturismi,Italia,2020,7809.0
12972,Novara,arrivi ,agriturismi,Italia,2021,4227.0
12973,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2008,465127.0
12974,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2009,498575.0
12975,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2010,523556.0
12976,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2011,551088.0
12977,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2012,559428.0
12978,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2013,569400.0
12979,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2014,586469.0
12980,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2015,613245.0
12981,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2016,653573.0
12994,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2017,694225.0
13007,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2018,727586.0
13020,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2019,760566.0
13033,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2020,396808.0
13046,Cuneo,arrivi ,totale esercizi ricettivi,Mondo,2021,568883.0
13059,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2008,42999.0
13060,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2009,35897.0
13061,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2010,53940.0
13062,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2011,59432.0
13063,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2012,62314.0
13064,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2013,65966.0
13065,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2014,65658.0
13066,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2015,62292.0
13067,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2016,59085.0
13068,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2017,67744.0
13069,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2018,64975.0
13070,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2019,67846.0
13071,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2020,16366.0
13072,Alessandria,arrivi ,"alberghi di 5 stelle, 5 stelle lusso e 4 stelle ",Paesi esteri,2021,30557.0
13073,Novara,arrivi ,bed and breakfast,Italia,2011,1781.0
13074,Novara,arrivi ,bed and breakfast,Italia,2012,2177.0
13075,Novara,arrivi ,bed and breakfast,Italia,2013,2278.0
13076,Novara,arrivi ,bed and breakfast,Italia,2014,3085.0
13077,Novara,arrivi ,bed and breakfast,Italia,2015,4808.0
13078,Novara,arrivi ,bed and breakfast,Italia,2016,5204.0
13079,Novara,arrivi ,bed and breakfast,Italia,2017,6595.0
13080,Novara,arrivi ,bed and breakfast,Italia,2018,5991.0
13081,Novara,arrivi ,bed and breakfast,Italia,2019,5100.0
13082,Novara,arrivi ,bed and breakfast,Italia,2020,3096.0
13083,Novara,arrivi ,bed and breakfast,Italia,2021,4178.0
13084,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2008,1177.0
13085,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2009,576.0
13086,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2010,1347.0
13087,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2011,1109.0
13088,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2012,1704.0
13089,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2013,1899.0
13090,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2014,1492.0
13091,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2015,1287.0
13092,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2016,1558.0
13093,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2017,2322.0
13094,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2018,2001.0
13095,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2019,10381.0
13096,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2020,9250.0
13097,Verbano-Cusio-Ossola,arrivi ,agriturismi,Italia,2021,2439.0
13098,Alessandria,arrivi ,bed and breakfast,Mondo,2011,5767.0
13099,Alessandria,arrivi ,bed and breakfast,Mondo,2012,7634.0
13100,Alessandria,arrivi ,bed and breakfast,Mondo,2013,7492.0
13101,Alessandria,arrivi ,bed and breakfast,Mondo,2014,10359.0
13102,Alessandria,arrivi ,bed and breakfast,Mondo,2015,14037.0
13103,Alessandria,arrivi ,bed and breakfast,Mondo,2016,15966.0
13104,Alessandria,arrivi ,bed and breakfast,Mondo,2017,19047.0
13105,Alessandria,arrivi ,bed and breakfast,Mondo,2018,19742.0
13106,Alessandria,arrivi ,bed and breakfast,Mondo,2019,20419.0
13107,Alessandria,arrivi ,bed and breakfast,Mondo,2020,10171.0
13108,Alessandria,arrivi ,bed and breakfast,Mondo,2021,15271.0
13109,Biella,presenze,agriturismi,Mondo,2008,3685.0
13110,Biella,presenze,agriturismi,Mondo,2009,3249.0
13111,Biella,presenze,agriturismi,Mondo,2010,2683.0
13112,Biella,presenze,agriturismi,Mondo,2011,3161.0
13113,Biella,presenze,agriturismi,Mondo,2012,3831.0
13114,Biella,presenze,agriturismi,Mondo,2013,4595.0
13115,Biella,presenze,agriturismi,Mondo,2014,10020.0
13116,Biella,presenze,agriturismi,Mondo,2015,7336.0
13117,Biella,presenze,agriturismi,Mondo,2016,7980.0
13118,Biella,presenze,agriturismi,Mondo,2017,10274.0
13119,Biella,presenze,agriturismi,Mondo,2018,8063.0
13120,Biella,presenze,agriturismi,Mondo,2019,9604.0
13121,Biella,presenze,agriturismi,Mondo,2020,10554.0
13122,Biella,presenze,agriturismi,Mondo,2021,11636.0
13123,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2008,26032.0
13124,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2009,29414.0
13125,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2010,27253.0
13126,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2011,24130.0
13127,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2012,31851.0
13128,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2013,23171.0
13129,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2014,24265.0
13130,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2015,27756.0
13131,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2016,31675.0
13132,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2017,26845.0
13133,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2018,20150.0
13134,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2019,23426.0
13135,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2020,8784.0
13136,Cuneo,arrivi ,altri esercizi ricettivi,Italia,2021,18877.0
13137,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2008,5699.0
13138,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2009,5227.0
13139,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2010,5285.0
13140,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2011,4862.0
13141,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2012,4386.0
13142,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2013,3775.0
13143,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2014,3132.0
13144,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2015,2032.0
13145,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2016,2295.0
13146,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2017,1998.0
13147,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2018,1383.0
13148,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2019,1833.0
13149,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2020,502.0
13150,Vercelli,presenze,alberghi di 2 stelle e alberghi di 1 stella,Paesi esteri,2021,981.0
13151,Biella,presenze,bed and breakfast,Mondo,2011,5300.0
13152,Biella,presenze,bed and breakfast,Mondo,2012,6765.0
13153,Biella,presenze,bed and breakfast,Mondo,2013,7073.0
13154,Biella,presenze,bed and breakfast,Mondo,2014,9163.0
13155,Biella,presenze,bed and breakfast,Mondo,2015,11042.0
13156,Biella,presenze,bed and breakfast,Mondo,2016,11750.0
13157,Biella,presenze,bed and breakfast,Mondo,2017,14555.0
13158,Biella,presenze,bed and breakfast,Mondo,2018,14710.0
13159,Biella,presenze,bed and breakfast,Mondo,2019,14558.0
13160,Biella,presenze,bed and breakfast,Mondo,2020,11052.0
13161,Biella,presenze,bed and breakfast,Mondo,2021,16838.0
13162,Cuneo,arrivi ,agriturismi,Paesi esteri,2008,16702.0
13163,Cuneo,arrivi ,agriturismi,Paesi esteri,2009,19845.0
13164,Cuneo,arrivi ,agriturismi,Paesi esteri,2010,21393.0
13165,Cuneo,arrivi ,agriturismi,Paesi esteri,2011,24494.0
13166,Cuneo,arrivi ,agriturismi,Paesi esteri,2012,29270.0
13167,Cuneo,arrivi ,agriturismi,Paesi esteri,2013,29993.0
13168,Cuneo,arrivi ,agriturismi,Paesi esteri,2014,30284.0
13169,Cuneo,arrivi ,agriturismi,Paesi esteri,2015,33810.0
13170,Cuneo,arrivi ,agriturismi,Paesi esteri,2016,36158.0
13171,Cuneo,arrivi ,agriturismi,Paesi esteri,2017,40562.0
13172,Cuneo,arrivi ,agriturismi,Paesi esteri,2018,37729.0
13173,Cuneo,arrivi ,agriturismi,Paesi esteri,2019,68824.0
13174,Cuneo,arrivi ,agriturismi,Paesi esteri,2020,25832.0
13175,Cuneo,arrivi ,agriturismi,Paesi esteri,2021,28526.0
13176,Torino,presenze,campeggi e villaggi turistici,Italia,2008,702140.0
13177,Torino,presenze,campeggi e villaggi turistici,Italia,2009,962473.0
13178,Torino,presenze,campeggi e villaggi turistici,Italia,2010,731996.0
13179,Torino,presenze,campeggi e villaggi turistici,Italia,2011,768619.0
13180,Torino,presenze,campeggi e villaggi turistici,Italia,2012,329125.0
13181,Torino,presenze,campeggi e villaggi turistici,Italia,2013,565995.0
13182,Torino,presenze,campeggi e villaggi turistici,Italia,2014,633923.0
13183,Torino,presenze,campeggi e villaggi turistici,Italia,2015,396780.0
13184,Torino,presenze,campeggi e villaggi turistici,Italia,2016,390190.0
13185,Torino,presenze,campeggi e villaggi turistici,Italia,2017,236972.0
13186,Torino,presenze,campeggi e villaggi turistici,Italia,2018,237125.0
13187,Torino,presenze,campeggi e villaggi turistici,Italia,2019,769888.0
13188,Torino,presenze,campeggi e villaggi turistici,Italia,2020,129359.0
13189,Torino,presenze,campeggi e villaggi turistici,Italia,2021,121992.0
13190,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2008,150229.0
13203,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2009,181683.0
13216,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2010,174708.0
13229,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2011,182601.0
13242,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2012,279147.0
13255,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2013,287683.0
13268,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2014,274585.0
13281,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2015,526333.0
13294,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2016,491348.0
13307,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2017,502164.0
13320,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2018,560996.0
13333,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2019,373712.0
13346,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2020,208661.0
13359,Torino,presenze,esercizi extra-alberghieri,Paesi esteri,2021,253562.0
13372,Novara,arrivi ,agriturismi,Paesi esteri,2008,503.0
13373,Novara,arrivi ,agriturismi,Paesi esteri,2009,878.0
13374,Novara,arrivi ,agriturismi,Paesi esteri,2010,620.0
13375,Novara,arrivi ,agriturismi,Paesi esteri,2011,918.0
13376,Novara,arrivi ,agriturismi,Paesi esteri,2012,2187.0
13377,Novara,arrivi ,agriturismi,Paesi esteri,2013,2863.0
13378,Novara,arrivi ,agriturismi,Paesi esteri,2014,2765.0
13379,Novara,arrivi ,agriturismi,Paesi esteri,2015,3616.0
13380,Novara,arrivi ,agriturismi,Paesi esteri,2016,3904.0
13381,Novara,arrivi ,agriturismi,Paesi esteri,2017,4956.0
13382,Novara,arrivi ,agriturismi,Paesi esteri,2018,5531.0
13383,Novara,arrivi ,agriturismi,Paesi esteri,2019,10293.0
13384,Novara,arrivi ,agriturismi,Paesi esteri,2020,3262.0
13385,Novara,arrivi ,agriturismi,Paesi esteri,2021,2607.0
13386,Piemonte,presenze,agriturismi,Mondo,2008,220757.0
13387,Piemonte,presenze,agriturismi,Mondo,2009,218200.0
13388,Piemonte,presenze,agriturismi,Mondo,2010,242608.0
13389,Piemonte,presenze,agriturismi,Mondo,2011,278578.0
13390,Piemonte,presenze,agriturismi,Mondo,2012,310224.0
13391,Piemonte,presenze,agriturismi,Mondo,2013,303197.0
13392,Piemonte,presenze,agriturismi,Mondo,2014,315880.0
13393,Piemonte,presenze,agriturismi,Mondo,2015,344647.0
13394,Piemonte,presenze,agriturismi,Mondo,2016,382484.0
13395,Piemonte,presenze,agriturismi,Mondo,2017,426450.0
13396,Piemonte,presenze,agriturismi,Mondo,2018,424397.0
13397,Piemonte,presenze,agriturismi,Mondo,2019,740310.0
13398,Piemonte,presenze,agriturismi,Mondo,2020,435814.0
13399,Piemonte,presenze,agriturismi,Mondo,2021,401281.0
13400,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2008,135207.0
13401,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2009,166768.0
13402,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2010,175400.0
13403,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2011,162993.0
13404,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2012,172297.0
13405,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2013,157159.0
13406,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2014,135163.0
13407,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2015,157297.0
13408,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2016,160902.0
13421,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2017,155017.0
13434,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2018,170504.0
13447,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2019,161470.0
13460,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2020,100905.0
13473,Vercelli,presenze,esercizi extra-alberghieri,Mondo,2021,107499.0
13486,Novara,arrivi ,campeggi e villaggi turistici,Italia,2008,39692.0
13487,Novara,arrivi ,campeggi e villaggi turistici,Italia,2009,41259.0
13488,Novara,arrivi ,campeggi e villaggi turistici,Italia,2010,35824.0
13489,Novara,arrivi ,campeggi e villaggi turistici,Italia,2011,39987.0
13490,Novara,arrivi ,campeggi e villaggi turistici,Italia,2012,33893.0
13491,Novara,arrivi ,campeggi e villaggi turistici,Italia,2013,25211.0
13492,Novara,arrivi ,campeggi e villaggi turistici,Italia,2014,25400.0
13493,Novara,arrivi ,campeggi e villaggi turistici,Italia,2015,31115.0
13494,Novara,arrivi ,campeggi e villaggi turistici,Italia,2016,27794.0
13495,Novara,arrivi ,campeggi e villaggi turistici,Italia,2017,33745.0
13496,Novara,arrivi ,campeggi e villaggi turistici,Italia,2018,35504.0
