,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
19158,Novara,presenze,esercizi alberghieri,Italia,2018-07,32760.0
19159,Novara,presenze,esercizi alberghieri,Italia,2018-08,31044.0
19160,Novara,presenze,esercizi alberghieri,Italia,2018-09,31512.0
19161,Novara,presenze,esercizi alberghieri,Italia,2018-10,31081.0
19162,Novara,presenze,esercizi alberghieri,Italia,2018-11,29322.0
19163,Novara,presenze,esercizi alberghieri,Italia,2018-12,29371.0
19164,Novara,presenze,esercizi alberghieri,Italia,2019-01,24179.0
19165,Novara,presenze,esercizi alberghieri,Italia,2019-02,24783.0
19166,Novara,presenze,esercizi alberghieri,Italia,2019-03,27782.0
19167,Novara,presenze,esercizi alberghieri,Italia,2019-04,31146.0
19168,Novara,presenze,esercizi alberghieri,Italia,2019-05,31083.0
19169,Novara,presenze,esercizi alberghieri,Italia,2019-06,35518.0
19170,Novara,presenze,esercizi alberghieri,Italia,2019-07,39691.0
19171,Novara,presenze,esercizi alberghieri,Italia,2019-08,39479.0
19172,Novara,presenze,esercizi alberghieri,Italia,2019-09,39019.0
19173,Novara,presenze,esercizi alberghieri,Italia,2019-10,36517.0
19174,Novara,presenze,esercizi alberghieri,Italia,2019-11,33568.0
19175,Novara,presenze,esercizi alberghieri,Italia,2019-12,29239.0
19176,Novara,presenze,esercizi alberghieri,Italia,2020-01,27026.0
19177,Novara,presenze,esercizi alberghieri,Italia,2020-02,25867.0
19178,Novara,presenze,esercizi alberghieri,Italia,2020-03,7671.0
19179,Novara,presenze,esercizi alberghieri,Italia,2020-04,3368.0
19180,Novara,presenze,esercizi alberghieri,Italia,2020-05,8760.0
19181,Novara,presenze,esercizi alberghieri,Italia,2020-06,18569.0
19182,Novara,presenze,esercizi alberghieri,Italia,2020-07,28250.0
19183,Novara,presenze,esercizi alberghieri,Italia,2020-08,35040.0
19184,Novara,presenze,esercizi alberghieri,Italia,2020-09,32586.0
19185,Novara,presenze,esercizi alberghieri,Italia,2020-10,28786.0
19186,Novara,presenze,esercizi alberghieri,Italia,2020-11,14471.0
19187,Novara,presenze,esercizi alberghieri,Italia,2020-12,13791.0
19188,Novara,presenze,esercizi alberghieri,Italia,2021-01,15286.0
19189,Novara,presenze,esercizi alberghieri,Italia,2021-02,27035.0
19190,Novara,presenze,esercizi alberghieri,Italia,2021-03,23301.0
19191,Novara,presenze,esercizi alberghieri,Italia,2021-04,17208.0
19192,Novara,presenze,esercizi alberghieri,Italia,2021-05,27642.0
19193,Novara,presenze,esercizi alberghieri,Italia,2021-06,32009.0
19194,Novara,presenze,esercizi alberghieri,Italia,2021-07,36439.0
19195,Novara,presenze,esercizi alberghieri,Italia,2021-08,40727.0
19196,Novara,presenze,esercizi alberghieri,Italia,2021-09,36465.0
19197,Novara,presenze,esercizi alberghieri,Italia,2021-10,36999.0
19198,Novara,presenze,esercizi alberghieri,Italia,2021-11,30299.0
19199,Novara,presenze,esercizi alberghieri,Italia,2021-12,26081.0
19200,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-01,2937.0
19201,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-02,3431.0
19202,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-03,5491.0
19203,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-04,6472.0
19204,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-05,14359.0
19205,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-06,15240.0
19206,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-07,29375.0
19207,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-08,22522.0
19208,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-09,17710.0
19209,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-10,15793.0
19210,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-11,5554.0
19211,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2008-12,1844.0
19212,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-01,3137.0
19213,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-02,3851.0
19214,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-03,4921.0
19215,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-04,9756.0
19216,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-05,15948.0
19217,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-06,17522.0
19218,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-07,37085.0
19219,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-08,32770.0
19220,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-09,20490.0
19221,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-10,19788.0
19222,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-11,6463.0
19223,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2009-12,3031.0
19224,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-01,3239.0
19225,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-02,2570.0
19226,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-03,5544.0
19227,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-04,9482.0
19228,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-05,17962.0
19229,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-06,24282.0
19230,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-07,50401.0
19231,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-08,41714.0
19232,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-09,21502.0
19233,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-10,22709.0
19234,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-11,8555.0
19235,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2010-12,3650.0
19236,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-01,3179.0
19237,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-02,4068.0
19238,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-03,6133.0
19239,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-04,12770.0
19240,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-05,15598.0
19241,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-06,23350.0
19242,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-07,41226.0
19243,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-08,34828.0
19244,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-09,26051.0
19245,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-10,24679.0
19246,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-11,8524.0
19247,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2011-12,4012.0
19248,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-01,3606.0
19249,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-02,4187.0
19250,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-03,6668.0
19251,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-04,11814.0
19252,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-05,20311.0
19253,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-06,20194.0
19254,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-07,43559.0
19255,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-08,38918.0
19256,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-09,27902.0
19257,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-10,26923.0
19258,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-11,10801.0
19259,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2012-12,4107.0
19260,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-01,5715.0
19261,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-02,5330.0
19262,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-03,7889.0
19263,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-04,11013.0
19264,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-05,23389.0
19265,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-06,22548.0
19266,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-07,44991.0
19267,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-08,40823.0
19268,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-09,31265.0
19269,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-10,25625.0
19270,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-11,10895.0
19271,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2013-12,3279.0
19272,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-01,4310.0
19273,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-02,6509.0
19274,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-03,7447.0
19275,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-04,13358.0
19276,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-05,20960.0
19277,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-06,24978.0
19278,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-07,40083.0
19279,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-08,48286.0
19280,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-09,32875.0
19281,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-10,29291.0
19282,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-11,11615.0
19283,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2014-12,6634.0
19284,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-01,5468.0
19285,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-02,5898.0
19286,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-03,9512.0
19287,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-04,15702.0
19288,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-05,26592.0
19289,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-06,27333.0
19290,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-07,47484.0
19291,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-08,56149.0
19292,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-09,35637.0
19293,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-10,31652.0
19294,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-11,12994.0
19295,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2015-12,6545.0
19296,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-01,5840.0
19297,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-02,8272.0
19298,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-03,11527.0
19299,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-04,15290.0
19300,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-05,31131.0
19301,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-06,25836.0
19302,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-07,55658.0
19303,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-08,57453.0
19304,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-09,41019.0
19305,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-10,35217.0
19306,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-11,14713.0
19307,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2016-12,6131.0
19308,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-01,4402.0
19309,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-02,7356.0
19310,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-03,10792.0
19311,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-04,22709.0
19312,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-05,30592.0
19313,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-06,38463.0
19314,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-07,65386.0
19315,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-08,59532.0
19316,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-09,47735.0
19317,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-10,41125.0
19318,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-11,17983.0
19319,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2017-12,5891.0
19320,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-01,5563.0
19321,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-02,6782.0
19322,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-03,10209.0
19323,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-04,18141.0
19324,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-05,32121.0
19325,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-06,31122.0
19326,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-07,62539.0
19327,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-08,57557.0
19328,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-09,44007.0
19329,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-10,38660.0
19330,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-11,17556.0
19331,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2018-12,6425.0
19332,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-01,5236.0
19333,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-02,8175.0
19334,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-03,7420.0
19335,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-04,17455.0
19336,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-05,26640.0
19337,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-06,36315.0
19338,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-07,53636.0
19339,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-08,50978.0
19340,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-09,42532.0
19341,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-10,40409.0
19342,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-11,18003.0
19343,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2019-12,6527.0
19344,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-01,4377.0
19345,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-02,6272.0
19346,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-03,1441.0
19347,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-04,348.0
19348,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-05,363.0
19349,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-06,3963.0
19350,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-07,23946.0
19351,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-08,34566.0
19352,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-09,28913.0
19353,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-10,19687.0
19354,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-11,1076.0
19355,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2020-12,836.0
19356,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-01,1579.0
19357,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-02,2016.0
19358,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-03,1566.0
19359,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-04,1384.0
19360,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-05,6911.0
19361,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-06,15863.0
19362,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-07,48942.0
19363,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-08,66558.0
19364,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-09,44040.0
19365,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-10,35938.0
19366,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-11,16585.0
19367,Cuneo,presenze,esercizi extra-alberghieri,Paesi esteri,2021-12,5087.0
19368,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-01,10531.0
19369,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-02,11987.0
19370,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-03,15550.0
19371,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-04,17958.0
19372,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-05,27319.0
19373,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-06,29039.0
19374,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-07,76012.0
19375,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-08,105084.0
19376,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-09,24250.0
19377,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-10,19478.0
19378,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-11,13055.0
19379,Cuneo,presenze,esercizi extra-alberghieri,Italia,2008-12,14353.0
19380,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-01,14584.0
19381,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-02,17722.0
19382,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-03,13790.0
19383,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-04,16256.0
19384,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-05,22203.0
19385,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-06,29341.0
19386,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-07,80118.0
19387,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-08,100204.0
19388,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-09,24821.0
19389,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-10,21200.0
19390,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-11,15768.0
19391,Cuneo,presenze,esercizi extra-alberghieri,Italia,2009-12,16155.0
19392,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-01,13488.0
19393,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-02,14358.0
19394,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-03,15064.0
19395,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-04,18007.0
19396,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-05,20587.0
19397,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-06,31273.0
19398,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-07,72073.0
19399,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-08,80699.0
19400,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-09,26677.0
19401,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-10,22128.0
19402,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-11,16337.0
19403,Cuneo,presenze,esercizi extra-alberghieri,Italia,2010-12,15115.0
19404,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-01,16194.0
19405,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-02,14103.0
19406,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-03,15714.0
19407,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-04,24531.0
19408,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-05,20179.0
19409,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-06,35004.0
19410,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-07,76649.0
19411,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-08,102263.0
19412,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-09,30266.0
19413,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-10,25256.0
19414,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-11,17416.0
19415,Cuneo,presenze,esercizi extra-alberghieri,Italia,2011-12,17415.0
19416,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-01,19593.0
19417,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-02,17380.0
19418,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-03,23119.0
19419,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-04,21635.0
19420,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-05,21454.0
19421,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-06,31173.0
19422,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-07,80260.0
19423,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-08,96707.0
19424,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-09,35705.0
19425,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-10,22048.0
19426,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-11,22409.0
19427,Cuneo,presenze,esercizi extra-alberghieri,Italia,2012-12,23801.0
19428,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-01,16528.0
19429,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-02,13390.0
19430,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-03,18960.0
19431,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-04,19489.0
19432,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-05,18138.0
19433,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-06,33224.0
19434,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-07,79919.0
19435,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-08,105973.0
19436,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-09,30544.0
19437,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-10,21320.0
19438,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-11,22886.0
19439,Cuneo,presenze,esercizi extra-alberghieri,Italia,2013-12,20111.0
19440,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-01,18814.0
19441,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-02,16466.0
19442,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-03,19421.0
19443,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-04,20190.0
19444,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-05,21044.0
19445,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-06,40377.0
19446,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-07,68487.0
19447,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-08,103288.0
19448,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-09,37466.0
19449,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-10,26323.0
19450,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-11,20595.0
19451,Cuneo,presenze,esercizi extra-alberghieri,Italia,2014-12,26706.0
19452,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-01,19990.0
19453,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-02,15580.0
19454,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-03,20425.0
19455,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-04,24341.0
19456,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-05,28418.0
19457,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-06,37818.0
19458,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-07,78217.0
19459,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-08,107171.0
19460,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-09,30775.0
19461,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-10,24236.0
19462,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-11,22618.0
19463,Cuneo,presenze,esercizi extra-alberghieri,Italia,2015-12,24392.0
19464,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-01,19726.0
19465,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-02,18828.0
19466,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-03,28554.0
19467,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-04,24155.0
19468,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-05,27393.0
19469,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-06,45435.0
19470,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-07,78654.0
19471,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-08,127257.0
19472,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-09,40765.0
19473,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-10,31359.0
19474,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-11,22880.0
19475,Cuneo,presenze,esercizi extra-alberghieri,Italia,2016-12,29579.0
19476,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-01,25739.0
19477,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-02,20663.0
19478,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-03,24708.0
19479,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-04,35122.0
19480,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-05,26548.0
19481,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-06,43776.0
19482,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-07,93661.0
19483,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-08,132607.0
19484,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-09,40496.0
19485,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-10,28746.0
19486,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-11,23519.0
19487,Cuneo,presenze,esercizi extra-alberghieri,Italia,2017-12,30087.0
19488,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-01,28541.0
19489,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-02,28454.0
19490,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-03,32992.0
19491,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-04,36395.0
19492,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-05,30186.0
19493,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-06,55341.0
19494,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-07,97764.0
